area_type,availability,location,size,total_sqft,bath,balcony,price
3,Ready To Move,Bellandur,3 BHK,1830,3.0,3.0,91.86
3,Ready To Move,Green Glen Layout,3 BHK,1715,3.0,3.0,115.0
3,Ready To Move,Electronic City,2 BHK,970,2.0,1.0,35.0
2,Ready To Move,Hebbal Kempapura,4 Bedroom,1200,3.0,2.0,148.0
0,Ready To Move,NRI Layout,4 Bedroom,2700,5.0,1.0,95.75
2,Ready To Move,Siddapura,3 Bedroom,5480,4.0,2.0,400.0
0,Ready To Move,Vidyaranyapura,4 BHK,2400,5.0,1.0,135.0
3,Ready To Move,Sarjapur  Road,4 BHK,3040,4.0,2.0,135.0
3,18-Jul,Raja Rajeshwari Nagar,2 BHK,1168,2.0,1.0,66.0
3,Ready To Move,Begur Road,2 BHK,1160,2.0,2.0,36.54
0,Ready To Move,Mallappa Layout,3 BHK,1500,3.0,2.0,75.0
2,Ready To Move,Kumaraswami Layout,2 Bedroom,600,2.0,1.0,72.0
2,Ready To Move,5th Phase JP Nagar,8 Bedroom,1200,7.0,3.0,250.0
3,18-Dec,ITPL,2 BHK,850,2.0,1.0,25.4
3,Ready To Move,Ramamurthy Nagar,2 BHK,935,2.0,2.0,39.0
2,Ready To Move,Ullal Road,5 Bedroom,1200,5.0,1.0,235.0
3,18-Apr,Doddaballapur,1 BHK,654,1.0,1.0,49.0
0,Ready To Move,Domlur,3 BHK,1650,3.0,1.0,180.0
2,Ready To Move,Dodsworth Layout,3 Bedroom,5656,5.0,0.0,499.0
3,Ready To Move,Vinayak Nagar,2 BHK,1300,2.0,1.0,33.0
3,Ready To Move,Kaggalipura,2 BHK,950,2.0,1.0,60.0
3,18-May,Silk Board,3 BHK,1250,3.0,2.0,54.0
3,Ready To Move,Doddakallasandra,2 BHK,1072,2.0,1.0,42.87
3,Ready To Move,Ankappa Layout,3 BHK,1425,2.0,2.0,65.0
0,Ready To Move,Uttarahalli,2 BHK,1165,1.0,0.0,42.09
3,Ready To Move,Kathriguppe,3 BHK,1390,2.0,2.0,69.49
0,Ready To Move,Kalena Agrahara,3 BHK,1510,3.0,2.0,78.0
3,Ready To Move,Thanisandra,2 BHK,1305,2.0,2.0,90.0
2,Ready To Move,Vidyaranyapura,6 Bedroom,1200,6.0,2.0,170.0
0,Ready To Move,Kodigehaali,2 BHK,866,2.0,2.0,32.0
3,Ready To Move,Hulimavu,2 BHK,1231,2.0,1.0,84.5
3,Ready To Move,Sompura,3 BHK,1360,2.0,3.0,45.0
3,Ready To Move,Yeshwanthpur,3 BHK,2500,3.0,3.0,138.0
3,Ready To Move,Whitefield,2 BHK,1140,2.0,3.0,55.0
3,21-Dec,Kanakpura Road,1 BHK,525,1.0,1.0,30.0
3,19-Sep,Whitefield,2 BHK,1295,2.0,1.0,64.5
3,Ready To Move,Hormavu,2 BHK,1020,2.0,2.0,45.75
3,18-Dec,Old Airport Road,4 BHK,3504,4.0,2.0,262.0
2,Ready To Move,Sidedahalli,2 Bedroom,1200,1.0,0.0,50.0
3,Ready To Move,Vidyaranyapura,2 BHK,1100,2.0,1.0,41.0
2,19-Dec,Bannerghatta Road,4 Bedroom,4723,4.0,3.0,500.0
3,Ready To Move,Kothannur,2 BHK,820,2.0,2.0,37.0
2,Ready To Move,Sarjapur,4 Bedroom,3508,4.0,1.0,386.0
2,Ready To Move,Versova Layout,4 Bedroom,3700,4.0,2.0,400.0
3,Ready To Move,Kalena Agrahara,2 BHK,1354,2.0,2.0,70.0
3,Ready To Move,Basavangudi,4 BHK,2453,3.0,2.0,250.0
3,Ready To Move,Garudachar Palya,2 BHK,1154,2.0,1.0,51.8
3,Ready To Move,7th Phase JP Nagar,3 BHK,1680,2.0,3.0,92.0
3,18-May,Electronics City Phase 1,2 BHK,1205,2.0,2.0,60.0
0,Ready To Move,Raja Rajeshwari Nagar,3 BHK,1400,2.0,2.0,86.0
1,Ready To Move,Doopanahalli,3 BHK,1625,3.0,1.0,150.0
0,Ready To Move,Electronic City,3 Bedroom,1500,3.0,1.0,73.0
3,Ready To Move,Bannerghatta Road,3 BHK,1520,2.0,3.0,80.0
0,Ready To Move,3rd Stage Raja Rajeshwari Nagar,2 BHK,1300,3.0,1.0,65.0
3,Ready To Move,Manayata Tech Park,2 BHK,1150,2.0,2.0,47.0
3,18-Apr,Kadugodi,3 BHK,1762,3.0,3.0,109.0
3,Ready To Move,Budigere,2 BHK,1153,2.0,2.0,58.0
3,Ready To Move,Yelahanka,4 BHK,2650,4.0,1.0,223.0
3,Ready To Move,Sompura,3 BHK,1350,2.0,2.0,47.0
3,Ready To Move,Billekahalli,2 BHK,950,2.0,2.0,56.0
3,Ready To Move,Jakkur,3 BHK,3295,3.0,3.0,310.0
3,Ready To Move,Coconut Grove Layout,3 BHK,1515,3.0,3.0,80.5
3,Ready To Move,Neeladri Nagar,2 BHK,1100,2.0,2.0,30.0
3,Ready To Move,Byrasandra,2 BHK,1250,2.0,2.0,65.0
0,Ready To Move,HBR Layout,2 Bedroom,1200,2.0,0.0,120.0
3,Ready To Move,5th Phase JP Nagar,7 BHK,2500,8.0,3.0,95.0
2,Ready To Move,Hoskote,4 Bedroom,1200,4.0,2.0,100.0
3,Ready To Move,Yelahanka,3 BHK,1355,2.0,2.0,51.5
3,18-May,Dominic Layout,3 BHK,1115,3.0,1.0,39.14
3,18-Apr,8th Phase JP Nagar,3 BHK,1275,3.0,2.0,45.0
3,19-Sep,Padmanabhanagar,3 BHK,2051,3.0,2.0,170.0
3,Ready To Move,BTM Layout,3 BHK,1470,2.0,2.0,99.0
3,Ready To Move,Silver Springs Layout,3 BHK,1550,2.0,3.0,70.0
0,Ready To Move,Bannerghatta Road,3 BHK,1270,2.0,1.0,73.0
3,18-Jul,Bhoganhalli,4 BHK,2119,4.0,2.0,111.0
3,Ready To Move,Hebbal Kempapura,3 BHK,1600,3.0,3.0,170.0
3,Ready To Move,Kudlu Gate,3 BHK,1320,2.0,2.0,50.0
3,Ready To Move,Gopalkrishna Nagar,3 BHK,2505,3.0,2.0,165.0
3,Ready To Move,Tejaswini Nagar,3 BHK,1410,2.0,1.0,54.0
3,Ready To Move,Whitefield,2 BHK,1200,2.0,3.0,70.0
3,18-Oct,Chennammana Kere,3 BHK,1705,2.0,1.0,86.96
3,Ready To Move,Electronic City,2 BHK,995,2.0,1.0,48.0
0,Ready To Move,Horamavu Banaswadi,2 BHK,1081,2.0,1.0,52.0
3,Ready To Move,Parappana Agrahara,2 BHK,1194,2.0,2.0,46.0
3,18-Dec,Sonnenahalli,1 BHK,605,1.0,1.0,30.24
0,Ready To Move,Yelahanka,1 BHK,567,1.0,1.0,25.0
3,Ready To Move,Rajaji Nagar,2 BHK,1718,3.0,2.0,275.0
3,20-Dec,Banashankari Stage VI,3 BHK,1400 - 1421,2.0,0.0,70.385
2,Ready To Move,2nd Stage Nagarbhavi,3 Bedroom,600,5.0,1.0,135.0
3,Ready To Move,Green Glen Layout,3 BHK,1715,3.0,2.0,105.0
2,Ready To Move,Doddaballapur,4 Bedroom,3206,5.0,2.0,270.0
2,Ready To Move,Kundalahalli,4 Bedroom,1500,4.0,2.0,235.0
3,Ready To Move,Bannerghatta Road,3 BHK,1846,3.0,2.0,120.0
2,Ready To Move,Coconut Garden,3 Bedroom,600,3.0,1.0,90.0
3,Ready To Move,Whitefield,2 BHK,1015,2.0,3.0,56.0
2,Ready To Move,Dollars Colony,4 Bedroom,4350,8.0,2.0,2600.0
3,Ready To Move,Thanisandra,2 BHK,1100,2.0,1.0,36.0
3,Ready To Move,Thanisandra,3 BHK,1965,4.0,2.0,125.0
3,Ready To Move,NGR Layout,2 BHK,1021,2.0,2.0,45.9
3,18-Apr,Haralur Road,2 BHK,1230,2.0,1.0,67.65
3,Ready To Move,Uttarahalli,2 BHK,1260,2.0,2.0,55.0
2,Ready To Move,Indira Nagar,4 Bedroom,2400,4.0,1.0,700.0
3,Ready To Move,Lingadheeranahalli,3 BHK,1894,4.0,1.0,114.0
2,Ready To Move,2nd Stage Nagarbhavi,6 Bedroom,1500,4.0,2.0,233.0
3,20-Jun,Jakkur,3 BHK,1950,3.0,2.0,131.0
3,Ready To Move,Sector 2 HSR Layout,2 BHK,1231,2.0,3.0,66.0
3,Ready To Move,Mahadevpura,2 BHK,1236,2.0,1.0,58.0
0,Ready To Move,R.T. Nagar,4 BHK,1800,3.0,0.0,120.0
3,Ready To Move,KAMAKIYA,3 BHK,1650,3.0,2.0,135.0
2,Ready To Move,Kirloskar Layout,5 Bedroom,750,3.0,1.0,88.0
3,Ready To Move,Begur,3 BHK,1443,2.0,2.0,70.0
2,Ready To Move,Ramamurthy Nagar,4 Bedroom,886,4.0,2.0,120.0
3,Ready To Move,Wheelers Road,2 BHK,925,2.0,1.0,68.0
3,18-Sep,Chandapura,3 BHK,1305,3.0,1.0,33.28
3,Ready To Move,Alfa Garden Layout,2 BHK,1190,2.0,2.0,46.41
3,Ready To Move,Uttarahalli,2 BHK,1284,2.0,2.0,53.36
2,Ready To Move,MM Layout,4 Bedroom,350,3.0,1.0,45.0
2,Ready To Move,Palace Guttahalli,3 Bedroom,875,3.0,1.0,115.0
0,Ready To Move,Chikkalasandra,2 BHK,1325,2.0,1.0,59.0
2,Ready To Move,Sector 6 HSR Layout,6 Bedroom,2400,5.0,2.0,750.0
3,18-Jun,Kudlu Gate,2 BHK,1183,2.0,1.0,79.54
0,Ready To Move,Rajiv Gandhi Nagar,3 BHK,1750,3.0,2.0,100.0
3,Ready To Move,Nagashetty Halli,4 BHK,16335,4.0,2.0,149.0
3,Ready To Move,Doddagubbi,1 BHK,747,1.0,2.0,27.0
3,Ready To Move,Electronic City,2 BHK,1342,2.0,1.0,90.0
3,Ready To Move,Motappa Layout,2 BHK,1113,2.0,1.0,52.0
3,Ready To Move,Devarabeesana Halli,3 BHK,1738,3.0,2.0,110.0
3,Ready To Move,Brookefield,2 BHK,1206,2.0,2.0,90.0
3,19-Mar,Hebbal,4 BHK,2790,4.0,3.0,198.0
3,18-Mar,Hebbal,2 BHK,1162,2.0,1.0,59.0
3,Ready To Move,Parappana Agrahara,2 BHK,1194,2.0,2.0,46.0
0,Ready To Move,Sarjapur  Road,3 BHK,1857,4.0,3.0,155.0
0,Ready To Move,Kattigenahalli,6 Bedroom,3500,6.0,2.0,115.0
3,Ready To Move,Rajaji Nagar,2 BHK,1763,3.0,2.0,240.0
3,Ready To Move,Uttarahalli,2 BHK,1150,2.0,1.0,45.99
2,Ready To Move,Koramangala,4 Bedroom,2400,5.0,3.0,550.0
3,Ready To Move,Chikkalasandra,2 BHK,1290,2.0,2.0,72.0
0,Ready To Move,Thubarahalli,4 BHK,3408,5.0,2.0,145.0
0,Ready To Move,HBR Layout,2 Bedroom,900,2.0,1.0,145.0
0,Ready To Move,Sanjay nagar,2 BHK,1150,2.0,0.0,70.0
2,Ready To Move,Banashankari,3 Bedroom,1040,2.0,1.0,109.0
3,Ready To Move,Yeshwanthpur,2 BHK,1160,2.0,2.0,64.08
3,Ready To Move,Soundarya Layout,2 BHK,900,2.0,2.0,27.0
2,Ready To Move,Sarjapur  Road,4 Bedroom,1750,3.0,1.0,185.0
0,18-Dec,Electronic City,3 BHK,1320,2.0,1.0,38.12
3,Ready To Move,Lingadheeranahalli,4 BHK,2240,4.0,2.0,160.0
3,Ready To Move,Electronics City Phase 1,2 BHK,891,2.0,1.0,26.0
2,Ready To Move,Udaya Nagar,5 Bedroom,1000,4.0,3.0,80.0
3,Ready To Move,Ambedkar Nagar,3 BHK,1852,3.0,2.0,125.0
3,Ready To Move,Chandapura,3 BHK,1323,2.0,1.0,42.0
3,Ready To Move,Vittasandra,2 BHK,1404,2.0,1.0,67.5
0,Ready To Move,Dodda Nekkundi,2 BHK,1370,2.0,2.0,60.0
3,Ready To Move,Uttarahalli,3 BHK,1385,2.0,2.0,48.48
3,Ready To Move,Gollarapalya Hosahalli,2 BHK,1129,2.0,1.0,50.0
3,Ready To Move,Mahalakshmi Layout,3 BHK,1876,3.0,1.0,150.0
3,Ready To Move,Brooke Bond First Cross,3 BHK,1720,3.0,1.0,95.0
2,Ready To Move,Jalahalli East,4 Bedroom,1200,4.0,1.0,80.0
3,Ready To Move,Mysore Road,2 BHK,1175,2.0,2.0,86.68
3,Ready To Move,Nagawara Junction,1 BHK,500,1.0,2.0,51.0
2,Ready To Move,Dasappa Layout,5 Bedroom,1200,5.0,2.0,85.0
0,Ready To Move,Electronic City Phase II,1 BHK,1200,1.0,0.0,295.0
3,19-Jan,Hosa Road,3 BHK,1893,3.0,2.0,130.0
3,Ready To Move,Whitefield,3 BHK,1430,3.0,2.0,52.0
0,Ready To Move,Green View Layout,2 BHK,850,2.0,2.0,45.0
3,17-Mar,CV Raman Nagar,2 BHK,1392,2.0,1.0,110.0
3,21-Mar,Kanakpura Road,3 BHK,1938,3.0,3.0,105.0
3,18-Oct,Chennammanakere Achukattu,2 BHK,1020,2.0,2.0,52.0
2,Ready To Move,"beml layout, basaveshwara nagar",3 Bedroom,2400,2.0,1.0,360.0
3,Ready To Move,HBR Layout,3 BHK,1832,3.0,2.0,160.0
3,Ready To Move,Konanakunte,3 BHK,1423,2.0,2.0,85.0
3,Ready To Move,Jakkur,2 BHK,1432,2.0,1.0,85.0
2,Ready To Move,2nd Block Hrbr Layout,4 Bedroom,1350,4.0,3.0,235.0
2,Ready To Move,BTM 2nd Stage,8 Bedroom,1500,6.0,0.0,270.0
3,Ready To Move,CV Raman Nagar,3 BHK,1480,3.0,2.0,65.0
3,Ready To Move,Kanakpura Road,3 BHK,1843,3.0,2.0,96.2
2,Ready To Move,Lingarajapuram,3 Bedroom,760,4.0,2.0,95.0
3,18-Dec,Hulimavu,3 BHK,1916,2.0,1.0,150.0
3,Ready To Move,Hennur,2 BHK,1255,2.0,1.0,55.5
3,Ready To Move,Yelenahalli,2 BHK,1160,2.0,2.0,44.08
3,18-Jun,Old Madras Road,2 BHK,2640,2.0,1.0,170.0
3,Ready To Move,Bommanahalli,2 BHK,1160,2.0,3.0,53.0
0,Ready To Move,Lakshminarayana Pura,2 BHK,1200,2.0,1.0,80.0
3,Ready To Move,7th Phase JP Nagar,2 BHK,1100,2.0,1.0,44.0
1,Ready To Move,Ramagondanahalli,3 BHK,1500,3.0,3.0,100.0
3,18-May,Electronic City Phase II,3 BHK,1336,2.0,3.0,50.35
0,Ready To Move,Choodasandra,2 BHK,1065,2.0,1.0,46.0
3,Ready To Move,Hebbal,2 BHK,1294,2.0,1.0,115.0
3,Ready To Move,Rachenahalli,3 BHK,1550,3.0,2.0,68.5
3,18-Dec,Whitefield,2 BHK,1216,2.0,1.0,75.0
3,Ready To Move,Bank Of Baroda Colony,2 BHK,1005,2.0,2.0,40.0
3,Ready To Move,7th Phase JP Nagar,3 BHK,1430,2.0,1.0,102.0
3,18-Dec,Frazer Town,4 BHK,4100,4.0,3.0,660.0
3,22-Jun,Hoodi,3 BHK,1660,3.0,2.0,125.0
3,Ready To Move,Thanisandra,3 BHK,1430,2.0,3.0,56.0
3,Ready To Move,Hennur Road,3 BHK,1470,2.0,1.0,75.0
3,Ready To Move,Jalahalli,2 BHK,1045,2.0,1.0,76.77
3,Ready To Move,Hebbal,4 BHK,4000 - 4450,6.0,0.0,359.0
0,Ready To Move,Anjanapura,2 BHK,950,2.0,0.0,30.0
3,Ready To Move,Doddathoguru,3 BHK,1382,3.0,1.0,65.0
3,Ready To Move,BTM 2nd Stage,2 BHK,930,2.0,2.0,46.0
3,Ready To Move,Sarjapur  Road,3 BHK,1660,2.0,2.0,116.0
3,Ready To Move,Vijinapura,2 BHK,1290,2.0,2.0,71.95
0,Ready To Move,Whitefield,3 BHK,1010,2.0,1.0,45.0
0,Ready To Move,Brookefield,4 BHK,3050,4.0,2.0,130.0
3,Ready To Move,Dodda Nekkundi,2 BHK,1200,2.0,2.0,71.0
0,Ready To Move,3rd Block Hrbr Layout,3 BHK,1650,3.0,2.0,140.0
3,Ready To Move,Budigere,3 BHK,1636,3.0,2.0,88.0
3,Ready To Move,Rajaji Nagar,3 BHK,2367,3.0,2.0,320.0
3,Ready To Move,Budigere,2 BHK,1153,2.0,2.0,56.55
3,Ready To Move,Hegde Nagar,3 BHK,2087.01,4.0,2.0,160.0
3,Ready To Move,LB Shastri Nagar,2 BHK,1200,2.0,1.0,47.0
3,Ready To Move,HSR Layout,3 BHK,1844,3.0,1.0,89.0
3,18-Dec,Hosa Road,3 BHK,142.84Sq. Meter,3.0,1.0,110.0
3,Ready To Move,Begur Road,2 BHK,1215,2.0,1.0,43.75
3,18-Jul,Sarjapur  Road,2 BHK,1194,2.0,1.0,57.0
0,Ready To Move,Chennappa Layout,2 BHK,1220,2.0,2.0,52.0
0,Ready To Move,1st Block HBR Layout,4 BHK,3150,4.0,2.0,150.0
3,21-Dec,Kanakpura Road,1 BHK,525,1.0,1.0,26.0
3,18-May,Bommasandra,2 BHK,955,2.0,1.0,37.97
0,Ready To Move,Kadugondanahalli,5 Bedroom,2000,5.0,2.0,75.0
3,18-Aug,Magadi Road,2 BHK,884,2.0,1.0,48.0
3,Ready To Move,Kathriguppe,2 BHK,1250,2.0,1.0,68.75
3,Ready To Move,Bommasandra Industrial Area,2 BHK,7000,2.0,1.0,135.0
2,Ready To Move,Dodda Nekkundi,3 Bedroom,2400,4.0,2.0,300.0
3,Ready To Move,Harlur,4 BHK,2990,4.0,1.0,225.0
3,Ready To Move,Bellandur,2 BHK,1195,2.0,1.0,52.0
3,Ready To Move,Sadhguru Layout,1 BHK,2559,1.0,1.0,55.0
0,18-Mar,Begur,2 BHK,1200,2.0,1.0,33.0
3,18-Nov,Sarjapur  Road,2 BHK,984,2.0,1.0,45.75
3,Ready To Move,Bommasandra,2 BHK,1089,2.0,1.0,40.0
3,19-Mar,Hennur Road,2 BHK,1165,2.0,1.0,52.0
3,Ready To Move,Chandapura,1 BHK,410,1.0,1.0,10.0
3,18-Dec,Hennur,3 BHK,1482,3.0,1.0,110.0
0,Ready To Move,Ramamurthy Nagar,2 Bedroom,1200,2.0,1.0,68.0
3,19-Dec,Kanakapura,3 BHK,1938,3.0,3.0,113.0
3,18-Apr,Hormavu,3 BHK,1166,2.0,2.0,34.97
3,Ready To Move,Chikkalasandra,3 BHK,1275,2.0,2.0,55.46
3,Ready To Move,Mico Layout,2 BHK,1140,2.0,2.0,43.0
2,Ready To Move,Hegde Nagar,4 Bedroom,3734,5.0,1.0,430.0
3,Ready To Move,Tejaswini Nagar,1 BHK,720,1.0,2.0,28.0
2,18-Apr,Nagarbhavi,3 Bedroom,1200,3.0,2.0,228.0
0,Ready To Move,Richards Town,2 BHK,1100,2.0,1.0,90.0
3,Ready To Move,Sector 7 HSR Layout,2 BHK,1162,2.0,2.0,98.77
0,Ready To Move,Ramamurthy Nagar,1 Bedroom,540,1.0,0.0,35.0
3,Ready To Move,Rachenahalli,3 BHK,1550,2.0,2.0,73.5
2,Ready To Move,R.T. Nagar,3 Bedroom,1300,3.0,2.0,145.0
2,Ready To Move,Ullal Road,5 Bedroom,1200,5.0,1.0,130.0
3,Ready To Move,Chikbasavanapura,2 BHK,1220,2.0,2.0,60.0
3,Ready To Move,Doddathoguru,2 BHK,964,2.0,1.0,62.0
0,21-Dec,"Electronic City Phase 1, ",3 BHK,1500,3.0,2.0,50.0
3,Ready To Move,Sarjapur  Road,3 BHK,1347,2.0,1.0,44.0
3,Ready To Move,"JP Nagar 8th Phase, ",4 BHK,5000,5.0,2.0,250.0
0,Ready To Move,Bannerghatta Road,4 Bedroom,3000,4.0,2.0,140.0
3,18-Jun,Bannerghatta,2 BHK,1120,2.0,1.0,42.5
3,Ready To Move,Lake City,1 BHK,600,1.0,1.0,22.8
3,18-Dec,Whitefield,3 BHK,2321,4.0,1.0,157.0
3,Ready To Move,Bhagyalakshmi Avenue,1 BHK,540,1.0,2.0,24.0
0,Ready To Move,Hebbal,2 BHK,1150,2.0,1.0,57.0
0,Ready To Move,Sonnenahalli,3 BHK,1484,3.0,1.0,75.0
3,Ready To Move,Ramagondanahalli,3 BHK,1680,2.0,2.0,68.0
3,Ready To Move,Byagadadhenahalli,2 BHK,620,2.0,1.0,23.0
3,Ready To Move,Dodda Banaswadi,3 BHK,1650,3.0,2.0,78.0
3,18-Apr,Chuchangatta Colony,3 BHK,1250,3.0,2.0,44.0
3,18-Aug,Hanuman Nagar,3 BHK,2072,3.0,2.0,108.0
3,Ready To Move,Sarjapur  Road,2 BHK,1105,2.0,2.0,40.0
3,Ready To Move,Vidyaranyapura,2 BHK,1200,2.0,2.0,60.5
0,Ready To Move,Kumaraswami Layout,7 Bedroom,3100,7.0,3.0,145.0
2,Ready To Move,Whitefield,4 Bedroom,4007,4.0,3.0,530.0
3,Ready To Move,Electronic City,2 BHK,550,2.0,1.0,16.0
3,Ready To Move,Banashankari,3 BHK,1340,2.0,2.0,53.6
3,Ready To Move,Rajaji Nagar,3 BHK,2409,3.0,3.0,395.0
3,Ready To Move,Haralur Road,2 BHK,1194,2.0,2.0,46.0
3,Ready To Move,Vittasandra,2 BHK,1246,2.0,1.0,65.0
0,Ready To Move,Old Airport Road,2 BHK,1055,2.0,3.0,75.0
3,18-Dec,Hosa Road,3 BHK,1541,3.0,1.0,69.61
0,Ready To Move,Harlur,2 BHK,1370,2.0,2.0,88.0
3,Ready To Move,Whitefield,2 BHK,1224,2.0,2.0,75.0
2,Ready To Move,Kengeri Satellite Town,4 Bedroom,650,2.0,1.0,58.0
0,Ready To Move,Kambipura,2 BHK,883,2.0,1.0,39.0
3,Ready To Move,Yeshwanthpur,3 BHK,1676,3.0,2.0,92.13
0,Ready To Move,Shree Ananth Nagar Layout,2 BHK,1154,2.0,1.0,57.0
3,Ready To Move,Kanakpura Road,3 BHK,1610,3.0,3.0,78.5
3,Ready To Move,Devasthanagalu,2 BHK,1057,2.0,1.0,42.0
3,18-Jul,Raja Rajeshwari Nagar,2 BHK,1157,2.0,1.0,65.0
2,18-May,Doddagubbi,4 Bedroom,1200,4.0,1.0,85.0
2,Ready To Move,Dasappa Layout,7 Bedroom,1500,7.0,3.0,130.0
3,Ready To Move,Gulimangala,2 BHK,980,2.0,3.0,35.0
3,Ready To Move,Sarjapur  Road,2 BHK,1140,2.0,1.0,40.0
3,Ready To Move,Raja Rajeshwari Nagar,2 BHK,1206,2.0,1.0,40.7
0,Ready To Move,Electronic City Phase II,1 BHK,575,1.0,1.0,16.75
3,Ready To Move,Koramangala,3 BHK,1600,3.0,1.0,170.0
2,Ready To Move,1st Stage Indira Nagar,4 Bedroom,2400,4.0,1.0,500.0
3,Ready To Move,Horamavu Agara,3 BHK,1300,2.0,2.0,52.0
3,18-Dec,Tunganagara,3 BHK,1270,2.0,1.0,35.56
3,18-Apr,Electronic City,2 BHK,1128,2.0,1.0,63.5
3,Ready To Move,Electronics City Phase 1,1 BHK,640,1.0,1.0,45.0
3,Ready To Move,4th T block Jayanagar,3 BHK,2400,3.0,2.0,185.0
2,Ready To Move,TC Palaya,3 Bedroom,1200,2.0,0.0,66.0
3,Ready To Move,Kanakapura,2 BHK,1090,2.0,2.0,38.15
3,Ready To Move,Electronic City,1 BHK,589,1.0,1.0,29.0
3,18-Apr,Electronic City,2 BHK,1125,2.0,1.0,28.13
3,Ready To Move,Kogilu,2 BHK,1140,2.0,2.0,50.66
2,Ready To Move,Sarjapur  Road,4 Bedroom,3150,4.0,2.0,500.0
3,Ready To Move,Kundalahalli,2 BHK,1315,2.0,3.0,74.0
2,Ready To Move,Billamaranahalli,2 Bedroom,300Sq. Yards,2.0,2.0,150.0
3,Ready To Move,Bellandur,3 BHK,1435,2.0,2.0,115.0
3,Ready To Move,Haralur Road,2 BHK,1092,2.0,2.0,44.0
3,18-May,Kadugodi,2 BHK,1314,2.0,3.0,80.0
3,Ready To Move,Koramangala,2 BHK,1260,2.0,1.0,100.0
2,Ready To Move,Srirampura,7 Bedroom,1875,5.0,1.0,192.0
3,Ready To Move,Nagarbhavi,2 BHK,1080,2.0,1.0,49.0
0,Ready To Move,Nagasandra,8 Bedroom,4000,8.0,3.0,160.0
3,18-Feb,Mysore Road,3 BHK,1082,2.0,1.0,45.0
3,Ready To Move,Jakkur,3 BHK,1150,3.0,2.0,65.0
3,18-Dec,Hennur Road,2 BHK,1052,2.0,1.0,34.72
3,Ready To Move,Yelahanka,2 BHK,1045,2.0,1.0,45.0
0,Ready To Move,Kodigehaali,3 BHK,1442,3.0,2.0,80.0
3,Ready To Move,Kaggadasapura,3 BHK,1500,2.0,2.0,75.0
3,Ready To Move,Marsur,2 BHK,497,1.0,1.0,20.0
3,Ready To Move,Hennur,2 BHK,1255,2.0,1.0,53.57
3,22-Jan,Vajarahalli,3 BHK,1432,3.0,2.0,79.0
0,Ready To Move,Kundalahalli,3 Bedroom,2100,3.0,2.0,150.0
0,Ready To Move,Hennur Road,2 BHK,1450,2.0,2.0,80.0
3,18-May,Sarjapur  Road,2 BHK,1346,2.0,1.0,69.61
3,Ready To Move,Kumaraswami Layout,2 BHK,1200,2.0,2.0,29.0
3,Ready To Move,Electronic City Phase II,3 BHK,925,2.0,1.0,49.82
3,Ready To Move,Dasarahalli,2 BHK,1160,2.0,2.0,49.0
3,18-Apr,Lingadheeranahalli,3 BHK,1768,3.0,3.0,81.31
3,Ready To Move,Kothanur,2 BHK,1094,2.0,2.0,54.0
3,Ready To Move,Seetharampalya,3 BHK,1500,3.0,3.0,90.0
0,Ready To Move,Gubbalala,3 BHK,1745,3.0,2.0,130.0
0,Ready To Move,Bommanahalli,7 Bedroom,2875,7.0,2.0,85.0
3,Ready To Move,Byadarahalli,4 BHK,3500,3.0,3.0,425.0
3,Ready To Move,Sonnenahalli,3 BHK,1550,3.0,1.0,50.0
3,Ready To Move,Rajiv Nagar,4 BHK,2340,5.0,1.0,160.0
3,19-Mar,Whitefield,3 BHK,1655,3.0,2.0,113.0
3,19-Jan,Battarahalli,3 BHK,2024,3.0,2.0,103.0
0,Ready To Move,Siddapura,4 Bedroom,3100,5.0,0.0,425.0
3,Ready To Move,Jalahalli,3 BHK,1575,4.0,3.0,100.0
3,18-Dec,Iblur Village,3 BHK,1920,3.0,2.0,130.0
0,Ready To Move,Sarjapur  Road,4 Bedroom,6200,4.0,2.0,744.0
3,Ready To Move,Kambipura,3 BHK,1082,2.0,1.0,55.0
3,Ready To Move,BTM 2nd Stage,3 BHK,1265,2.0,3.0,55.0
3,Ready To Move,Kengeri Satellite Town KHB Apartment,3 BHK,1100,2.0,2.0,45.0
2,Ready To Move,Margondanahalli,2 Bedroom,1160,2.0,1.0,65.0
3,Ready To Move,Vittasandra,2 BHK,1246,2.0,1.0,67.4
3,19-Mar,Hosa Road,1 BHK,615,1.0,1.0,43.08
3,Ready To Move,7th Phase JP Nagar,2 BHK,1128,2.0,1.0,60.0
3,Ready To Move,Tirumanahalli,2 BHK,1260,2.0,1.0,55.0
3,Ready To Move,Bellandur,3 BHK,1830,3.0,3.0,89.89
3,Ready To Move,Sarjapur,3 BHK,1525,2.0,2.0,68.0
3,18-Jan,Yelahanka,1 BHK,602,2.0,1.0,30.0
0,Ready To Move,Kumaraswami Layout,7 Bedroom,3000,4.0,2.0,400.0
3,Ready To Move,Hegde Nagar,3 BHK,1835,3.0,3.0,89.0
0,Ready To Move,Kanakpura Road,3 BHK,1250,3.0,3.0,62.6
2,Ready To Move,Subhash Nagar,4 Bedroom,1200,4.0,1.0,110.0
3,Ready To Move,Murugeshpalya,3 BHK,1855,3.0,3.0,96.0
3,Ready To Move,Kanakpura Road,3 BHK,1450,3.0,3.0,60.91
3,Ready To Move,Sarjapur  Road,3 BHK,2089,3.0,2.0,148.0
3,Ready To Move,Haralur Road,3 BHK,1464,3.0,2.0,56.0
